lat,lon
40.7125485,-73.783397
40.7126116,-73.7833764
40.71291,-73.7833555
40.71266,-73.7832674
40.7129497,-73.7831855
40.7127179,-73.7830294
40.7127313,-73.7826424
40.7131496,-73.7826376
40.7128667,-73.7823966
40.713207,-73.782119
40.7101668,-73.7949132
40.710184,-73.79473
40.7098175,-73.7947039
40.7098676,-73.7945644
40.7108497,-73.793255
40.710495,-73.793022
40.7105686,-73.792847
40.7109796,-73.7927502
40.707063,-73.80462
40.7073746,-73.804498
40.7070783,-73.8043305
40.707873,-73.802999
40.7074593,-73.8027967
40.7075757,-73.8026083
40.7049172,-73.8119582
40.7053554,-73.8118592
40.7055478,-73.8097128
40.7059521,-73.8094924
40.7056003,-73.8094861
40.7089519,-73.8201774
40.708068,-73.820111
40.7097309,-73.8196621
40.7096673,-73.8195203
40.714673,-73.832151
40.7150297,-73.8316169
40.7149405,-73.8314989
40.71403,-73.8311684
40.7139917,-73.8310705
40.7136754,-73.8300189
40.714086,-73.8299169
40.7186225,-73.8382901
40.7190791,-73.8379215
40.7178395,-73.8366252
40.7222806,-73.8451532
40.7214409,-73.8446489
40.7219292,-73.8443539
40.7211156,-73.8440429
40.7215033,-73.8433902
40.7215053,-73.8447892
40.7266187,-73.8535368
40.7270916,-73.8532292
40.7260625,-73.8522056
